Name,Ticker,Yahoo_Equivalent_Code
Cupid Limited,CUPID.NS,"'CUPID.NS',"
Cyber Media (India) Limited,CYBERMEDIA.NS,"'CYBERMEDIA.NS',"
Cybertech Systems And Software Limited,CYBERTECH.NS,"'CYBERTECH.NS',"
Cyient Limited,CYIENT.NS,"'CYIENT.NS',"
LT Foods Limited,DAAWAT.NS,"'DAAWAT.NS',"
Dabur India Limited,DABUR.NS,"'DABUR.NS',"
Dalmia Bharat Limited,DALBHARAT.NS,"'DALBHARAT.NS',"
Dalmia Bharat Sugar and Industries Limited,DALMIASUG.NS,"'DALMIASUG.NS',"
Damodar Industries Limited,DAMODARIND.NS,"'DAMODARIND.NS',"
Dangee Dums Limited,DANGEE.NS,"'DANGEE.NS',"
Datamatics Global Services Limited,DATAMATICS.NS,"'DATAMATICS.NS',"
D.B.Corp Limited,DBCORP.NS,"'DBCORP.NS',"
Dilip Buildcon Limited,DBL.NS,"'DBL.NS',"
D B Realty Limited,DBREALTY.NS,"'DBREALTY.NS',"
DB (International) Stock Brokers Limited,DBSTOCKBRO.NS,"'DBSTOCKBRO.NS',"
Dishman Carbogen Amcis Limited,DCAL.NS,"'DCAL.NS',"
DCB Bank Limited,DCBBANK.NS,"'DCBBANK.NS',"
DCM  Limited,DCM.NS,"'DCM.NS',"
DCM Financial Services Limited,DCMFINSERV.NS,"'DCMFINSERV.NS',"
DCM Nouvelle Limited,DCMNVL.NS,"'DCMNVL.NS',"
DCM Shriram Limited,DCMSHRIRAM.NS,"'DCMSHRIRAM.NS',"
DCW Limited,DCW.NS,"'DCW.NS',"
Deccan Cements Limited,DECCANCE.NS,"'DECCANCE.NS',"
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT.NS,"'DEEPAKFERT.NS',"
Deepak Nitrite Limited,DEEPAKNTR.NS,"'DEEPAKNTR.NS',"
DEEP ENERGY RESOURCES LIMITED,DEEPENR.NS,"'DEEPENR.NS',"
Delta Corp Limited,DELTACORP.NS,"'DELTACORP.NS',"
Delta Manufacturing Limited,DELTAMAGNT.NS,"'DELTAMAGNT.NS',"
Den Networks Limited,DEN.NS,"'DEN.NS',"
De Nora India Limited,DENORA.NS,"'DENORA.NS',"
DFM Foods Limited,DFMFOODS.NS,"'DFMFOODS.NS',"
Digicontent Limited,DGCONTENT.NS,"'DGCONTENT.NS',"
Dhampur Sugar Mills Limited,DHAMPURSUG.NS,"'DHAMPURSUG.NS',"
Dhanlaxmi Bank Limited,DHANBANK.NS,"'DHANBANK.NS',"
Dhani Services Limited,DHANI.NS,"'DHANI.NS',"
Dhanuka Agritech Limited,DHANUKA.NS,"'DHANUKA.NS',"
Dharani Sugars & Chemicals Limited,DHARSUGAR.NS,"'DHARSUGAR.NS',"
Dewan Housing Finance Corporation Limited,DHFL.NS,"'DHFL.NS',"
Dhunseri Investments Limited,DHUNINV.NS,"'DHUNINV.NS',"
Prataap Snacks Limited,DIAMONDYD.NS,"'DIAMONDYD.NS',"
Diamond Power Infra Ltd,DIAPOWER.NS,"'DIAPOWER.NS',"
DIC India Limited,DICIND.NS,"'DICIND.NS',"
DiGiSPICE Technologies Limited,DIGISPICE.NS,"'DIGISPICE.NS',"
Digjam Limited,DIGJAMLTD.NS,"'DIGJAMLTD.NS',"
Dish TV India Limited,DISHTV.NS,"'DISHTV.NS',"
Divi's Laboratories Limited,DIVISLAB.NS,"'DIVISLAB.NS',"
Dixon Technologies (India) Limited,DIXON.NS,"'DIXON.NS',"
DLF Limited,DLF.NS,"'DLF.NS',"
D-Link (India) Limited,DLINKINDIA.NS,"'DLINKINDIA.NS',"
Avenue Supermarts Limited,DMART.NS,"'DMART.NS',"
Diligent Media Corporation Limited,DNAMEDIA.NS,"'DNAMEDIA.NS',"
Dolat Investments Limited,DOLAT.NS,"'DOLAT.NS',"
Dollar Industries Limited,DOLLAR.NS,"'DOLLAR.NS',"
Donear Industries Limited,DONEAR.NS,"'DONEAR.NS',"
D. P. Abhushan Limited,DPABHUSHAN.NS,"'DPABHUSHAN.NS',"
DPSC Limited,DPSCLTD.NS,"'DPSCLTD.NS',"
D P Wires Limited,DPWIRES.NS,"'DPWIRES.NS',"
DQ Entertainment (International) Limited,DQE.NS,"'DQE.NS',"
Dredging Corporation of India Limited,DREDGECORP.NS,"'DREDGECORP.NS',"
Dr. Reddy's Laboratories Limited,DRREDDY.NS,"'DRREDDY.NS',"
Dynacons Systems & Solutions Limited,DSSL.NS,"'DSSL.NS',"
Dhunseri Tea & Industries Limited,DTIL.NS,"'DTIL.NS',"
Ducon Infratechnologies Limited,DUCON.NS,"'DUCON.NS',"
Dhunseri Ventures Limited,DVL.NS,"'DVL.NS',"
Dwarikesh Sugar Industries Limited,DWARKESH.NS,"'DWARKESH.NS',"
Dynamatic Technologies Limited,DYNAMATECH.NS,"'DYNAMATECH.NS',"
Dynemic Products Limited,DYNPRO.NS,"'DYNPRO.NS',"
Eastern Silk Industries Limited,EASTSILK.NS,"'EASTSILK.NS',"
Easun Reyrolle Limited,EASUNREYRL.NS,"'EASUNREYRL.NS',"
EBIXCASH WORLD MONEY INDIA LIMITED,EBIXFOREX.NS,"'EBIXFOREX.NS',"
eClerx Services Limited,ECLERX.NS,"'ECLERX.NS',"
Edelweiss Financial Services Limited,EDELWEISS.NS,"'EDELWEISS.NS',"
Educomp Solutions Limited,EDUCOMP.NS,"'EDUCOMP.NS',"
Eicher Motors Limited,EICHERMOT.NS,"'EICHERMOT.NS',"
EID Parry India Limited,EIDPARRY.NS,"'EIDPARRY.NS',"
EIH Associated Hotels Limited,EIHAHOTELS.NS,"'EIHAHOTELS.NS',"
EIH Limited,EIHOTEL.NS,"'EIHOTEL.NS',"
Eimco Elecon (India) Limited,EIMCOELECO.NS,"'EIMCOELECO.NS',"
Everest Kanto Cylinder Limited,EKC.NS,"'EKC.NS',"
Elecon Engineering Company Limited,ELECON.NS,"'ELECON.NS',"
Electrosteel Castings Limited,ELECTCAST.NS,"'ELECTCAST.NS',"
Electrotherm (India) Limited,ELECTHERM.NS,"'ELECTHERM.NS',"
Elgi Equipments Limited,ELGIEQUIP.NS,"'ELGIEQUIP.NS',"
Elgi Rubber Company Limited,ELGIRUBCO.NS,"'ELGIRUBCO.NS',"
Emami Limited,EMAMILTD.NS,"'EMAMILTD.NS',"
Emami Paper Mills Limited,EMAMIPAP.NS,"'EMAMIPAP.NS',"
Emami Realty Limited,EMAMIREAL.NS,"'EMAMIREAL.NS',"
Emco Limited,EMCO.NS,"'EMCO.NS',"
Emkay Global Financial Services Limited,EMKAY.NS,"'EMKAY.NS',"
Emmbi Industries Limited,EMMBI.NS,"'EMMBI.NS',"
Endurance Technologies Limited,ENDURANCE.NS,"'ENDURANCE.NS',"
Energy Development Company Limited,ENERGYDEV.NS,"'ENERGYDEV.NS',"
Engineers India Limited,ENGINERSIN.NS,"'ENGINERSIN.NS',"
Entertainment Network (India) Limited,ENIL.NS,"'ENIL.NS',"
EPL Limited,EPL.NS,"'EPL.NS',"
Equitas Holdings Limited,EQUITAS.NS,"'EQUITAS.NS',"
Equitas Small Finance Bank Limited,EQUITASBNK.NS,"'EQUITASBNK.NS',"
Eris Lifesciences Limited,ERIS.NS,"'ERIS.NS',"
Eros International Media Limited,EROSMEDIA.NS,"'EROSMEDIA.NS',"
Esab India Limited,ESABINDIA.NS,"'ESABINDIA.NS',"
Escorts Limited,ESCORTS.NS,"'ESCORTS.NS',"
Essar Shipping Limited,ESSARSHPNG.NS,"'ESSARSHPNG.NS',"
Ester Industries Limited,ESTER.NS,"'ESTER.NS',"
Euro Multivision Limited,EUROMULTI.NS,"'EUROMULTI.NS',"
Eurotex Industries and Exports Limited,EUROTEXIND.NS,"'EUROTEXIND.NS',"
Eveready Industries India Limited,EVEREADY.NS,"'EVEREADY.NS',"
Everest Industries Limited,EVERESTIND.NS,"'EVERESTIND.NS',"
Excel Realty N Infra Limited,EXCEL.NS,"'EXCEL.NS',"
Excel Industries Limited,EXCELINDUS.NS,"'EXCELINDUS.NS',"
Exide Industries Limited,EXIDEIND.NS,"'EXIDEIND.NS',"
Expleo Solutions Limited,EXPLEOSOL.NS,"'EXPLEOSOL.NS',"
Fertilizers and Chemicals Travancore Limited,FACT.NS,"'FACT.NS',"
Fairchem Organics Limited,FAIRCHEMOR.NS,"'FAIRCHEMOR.NS',"
Fineotex Chemical Limited,FCL.NS,"'FCL.NS',"
Future Consumer Limited,FCONSUMER.NS,"'FCONSUMER.NS',"
FCS Software Solutions Limited,FCSSOFT.NS,"'FCSSOFT.NS',"
FDC Limited,FDC.NS,"'FDC.NS',"
The Federal Bank  Limited,FEDERALBNK.NS,"'FEDERALBNK.NS',"
Future Enterprises Limited,FEL.NS,"'FEL.NS',"
Future Enterprises Limited,FELDVR.NS,"'FELDVR.NS',"
Fiem Industries Limited,FIEMIND.NS,"'FIEMIND.NS',"
Filatex India Limited,FILATEX.NS,"'FILATEX.NS',"
Finolex Cables Limited,FINCABLES.NS,"'FINCABLES.NS',"
Fine Organic Industries Limited,FINEORG.NS,"'FINEORG.NS',"
Finolex Industries Limited,FINPIPE.NS,"'FINPIPE.NS',"
Flexituff Ventures International Limited,FLEXITUFF.NS,"'FLEXITUFF.NS',"
Future Lifestyle Fashions Limited,FLFL.NS,"'FLFL.NS',"
Gujarat Fluorochemicals Limited,FLUOROCHEM.NS,"'FLUOROCHEM.NS',"
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS,"'FMGOETZE.NS',"
Future Market Networks Limited,FMNL.NS,"'FMNL.NS',"
FORCE MOTORS LTD,FORCEMOT.NS,"'FORCEMOT.NS',"
Fortis Healthcare Limited,FORTIS.NS,"'FORTIS.NS',"
Foseco India Limited,FOSECOIND.NS,"'FOSECOIND.NS',"
Future Retail Limited,FRETAIL.NS,"'FRETAIL.NS',"
Future Supply Chain Solutions Limited,FSC.NS,"'FSC.NS',"
Firstsource Solutions Limited,FSL.NS,"'FSL.NS',"
Gabriel India Limited,GABRIEL.NS,"'GABRIEL.NS',"
Gujarat Ambuja Exports Limited,GAEL.NS,"'GAEL.NS',"
GAIL (India) Limited,GAIL.NS,"'GAIL.NS',"
Gyscoal Alloys Limited,GAL.NS,"'GAL.NS',"
Galaxy Surfactants Limited,GALAXYSURF.NS,"'GALAXYSURF.NS',"
Gallantt Metal Limited,GALLANTT.NS,"'GALLANTT.NS',"
Gallantt Ispat Limited,GALLISPAT.NS,"'GALLISPAT.NS',"
Gammon Infrastructure Projects Limited,GAMMNINFRA.NS,"'GAMMNINFRA.NS',"
Gandhi Special Tubes Limited,GANDHITUBE.NS,"'GANDHITUBE.NS',"
Ganesha Ecosphere Limited,GANECOS.NS,"'GANECOS.NS',"
Ganesh Housing Corporation Limited,GANESHHOUC.NS,"'GANESHHOUC.NS',"
Ganges Securities Limited,GANGESSECU.NS,"'GANGESSECU.NS',"
Garden Silk Mills Limited,GARDENSILK.NS,"'GARDENSILK.NS',"
Garware Technical Fibres Limited,GARFIBRES.NS,"'GARFIBRES.NS',"
GATI Limited,GATI.NS,"'GATI.NS',"
Gayatri Highways Limited,GAYAHWS.NS,"'GAYAHWS.NS',"
Gayatri Projects Limited,GAYAPROJ.NS,"'GAYAPROJ.NS',"
GB Global Limited,GBGLOBAL.NS,"'GBGLOBAL.NS',"
Gateway Distriparks Limited,GDL.NS,"'GDL.NS',"
GeeCee Ventures Limited,GEECEE.NS,"'GEECEE.NS',"
Geekay Wires Limited,GEEKAYWIRE.NS,"'GEEKAYWIRE.NS',"
Genesys International Corporation Limited,GENESYS.NS,"'GENESYS.NS',"
Genus Paper & Boards Limited,GENUSPAPER.NS,"'GENUSPAPER.NS',"
Genus Power Infrastructures Limited,GENUSPOWER.NS,"'GENUSPOWER.NS',"
Geojit Financial Services Limited,GEOJITFSL.NS,"'GEOJITFSL.NS',"
GE Power India Limited,GEPIL.NS,"'GEPIL.NS',"
The Great Eastern Shipping Company Limited,GESHIP.NS,"'GESHIP.NS',"
GE T&D India Limited,GET&D.NS,"'GET&D.NS',"
GFL Limited,GFLLIMITED.NS,"'GFLLIMITED.NS',"
Grand Foundry Limited,GFSTEELS.NS,"'GFSTEELS.NS',"
GHCL Limited,GHCL.NS,"'GHCL.NS',"
GIC Housing Finance Limited,GICHSGFIN.NS,"'GICHSGFIN.NS',"
General Insurance Corporation of India,GICRE.NS,"'GICRE.NS',"
Gillanders Arbuthnot & Company Limited,GILLANDERS.NS,"'GILLANDERS.NS',"
Gillette India Limited,GILLETTE.NS,"'GILLETTE.NS',"
Ginni Filaments Limited,GINNIFILA.NS,"'GINNIFILA.NS',"
Gujarat Industries Power Company Limited,GIPCL.NS,"'GIPCL.NS',"
GI Engineering Solutions Limited,GISOLUTION.NS,"'GISOLUTION.NS',"
GKW Limited,GKWLIMITED.NS,"'GKWLIMITED.NS',"
Gland Pharma Limited,GLAND.NS,"'GLAND.NS',"
GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS,"'GLAXO.NS',"
Glenmark Pharmaceuticals Limited,GLENMARK.NS,"'GLENMARK.NS',"
Gujarat Lease Financing Limited,GLFL.NS,"'GLFL.NS',"
Global Education Limited,GLOBAL.NS,"'GLOBAL.NS',"
Global Vectra Helicorp Limited,GLOBALVECT.NS,"'GLOBALVECT.NS',"
Globe Textiles (India) Limited,GLOBE.NS,"'GLOBE.NS',"
Global Offshore Services Limited,GLOBOFFS.NS,"'GLOBOFFS.NS',"
Globus Spirits Limited,GLOBUSSPR.NS,"'GLOBUSSPR.NS',"
GM Breweries Limited,GMBREW.NS,"'GMBREW.NS',"
Gujarat Mineral Development Corporation Limited,GMDCLTD.NS,"'GMDCLTD.NS',"
GMM Pfaudler Limited,GMMPFAUDLR.NS,"'GMMPFAUDLR.NS',"
GMR Infrastructure Limited,GMRINFRA.NS,"'GMRINFRA.NS',"
GNA Axles Limited,GNA.NS,"'GNA.NS',"
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS,"'GNFC.NS',"
Goa Carbon Limited,GOACARBON.NS,"'GOACARBON.NS',"
GOCL Corporation Limited,GOCLCORP.NS,"'GOCLCORP.NS',"
Godfrey Phillips India Limited,GODFRYPHLP.NS,"'GODFRYPHLP.NS',"
Godha Cabcon & Insulation Limited,GODHA.NS,"'GODHA.NS',"
Godrej Agrovet Limited,GODREJAGRO.NS,"'GODREJAGRO.NS',"
Godrej Consumer Products Limited,GODREJCP.NS,"'GODREJCP.NS',"
Godrej Industries Limited,GODREJIND.NS,"'GODREJIND.NS',"
Godrej Properties Limited,GODREJPROP.NS,"'GODREJPROP.NS',"
Goenka Diamond and Jewels Limited,GOENKA.NS,"'GOENKA.NS',"
Gokaldas Exports Limited,GOKEX.NS,"'GOKEX.NS',"
Gokul Refoils and Solvent Limited,GOKUL.NS,"'GOKUL.NS',"
Gokul Agro Resources Limited,GOKULAGRO.NS,"'GOKULAGRO.NS',"
Golden Tobacco Limited,GOLDENTOBC.NS,"'GOLDENTOBC.NS',"
Goldiam International Limited,GOLDIAM.NS,"'GOLDIAM.NS',"
Goldstone Technologies Limited,GOLDTECH.NS,"'GOLDTECH.NS',"
Goodluck India Limited,GOODLUCK.NS,"'GOODLUCK.NS',"
Goodyear India Limited,GOODYEAR.NS,"'GOODYEAR.NS',"
Godawari Power And Ispat limited,GPIL.NS,"'GPIL.NS',"
Gujarat Pipavav Port Limited,GPPL.NS,"'GPPL.NS',"
GPT Infraprojects Limited,GPTINFRA.NS,"'GPTINFRA.NS',"
Granules India Limited,GRANULES.NS,"'GRANULES.NS',"
Graphite India Limited,GRAPHITE.NS,"'GRAPHITE.NS',"
Grasim Industries Limited,GRASIM.NS,"'GRASIM.NS',"
Gravita India Limited,GRAVITA.NS,"'GRAVITA.NS',"
Greaves Cotton Limited,GREAVESCOT.NS,"'GREAVESCOT.NS',"
Greenlam Industries Limited,GREENLAM.NS,"'GREENLAM.NS',"
Greenpanel Industries Limited,GREENPANEL.NS,"'GREENPANEL.NS',"
Greenply Industries Limited,GREENPLY.NS,"'GREENPLY.NS',"
Orient Green Power Company Limited,GREENPOWER.NS,"'GREENPOWER.NS',"
Grindwell Norton Limited,GRINDWELL.NS,"'GRINDWELL.NS',"
The Grob Tea Company Limited,GROBTEA.NS,"'GROBTEA.NS',"
GRP Limited,GRPLTD.NS,"'GRPLTD.NS',"
Garden Reach Shipbuilders & Engineers Limited,GRSE.NS,"'GRSE.NS',"
Gujarat Sidhee Cement Limited,GSCLCEMENT.NS,"'GSCLCEMENT.NS',"
Gujarat State Fertilizers & Chemicals Limited,GSFC.NS,"'GSFC.NS',"
Gujarat State Petronet Limited,GSPL.NS,"'GSPL.NS',"
GSS Infotech Limited,GSS.NS,"'GSS.NS',"
GTL Limited,GTL.NS,"'GTL.NS',"
GTL Infrastructure Limited,GTLINFRA.NS,"'GTLINFRA.NS',"
GTN Industries Limited,GTNIND.NS,"'GTNIND.NS',"
GTN Textiles Limited,GTNTEX.NS,"'GTNTEX.NS',"
GTPL Hathway Limited,GTPL.NS,"'GTPL.NS',"
Gufic Biosciences Limited,GUFICBIO.NS,"'GUFICBIO.NS',"
Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS,"'GUJALKALI.NS',"
Gujarat Apollo Industries Limited,GUJAPOLLO.NS,"'GUJAPOLLO.NS',"
Gujarat Gas Limited,GUJGASLTD.NS,"'GUJGASLTD.NS',"
Gujarat Raffia Industries Limited,GUJRAFFIA.NS,"'GUJRAFFIA.NS',"
Gulf Oil Lubricants India Limited,GULFOILLUB.NS,"'GULFOILLUB.NS',"
GP Petroleums Limited,GULFPETRO.NS,"'GULFPETRO.NS',"
Gulshan Polyols Limited,GULPOLY.NS,"'GULPOLY.NS',"
GVK Power  Limited,GVKPIL.NS,"'GVKPIL.NS',"
Hindustan Aeronautics Limited,HAL.NS,"'HAL.NS',"
Happiest Minds Technologies Limited,HAPPSTMNDS.NS,"'HAPPSTMNDS.NS',"
Harita Seating Systems Limited,HARITASEAT.NS,"'HARITASEAT.NS',"
Harrisons  Malayalam Limited,HARRMALAYA.NS,"'HARRMALAYA.NS',"
Hathway Cable & Datacom Limited,HATHWAY.NS,"'HATHWAY.NS',"
Hatsun Agro Product Limited,HATSUN.NS,"'HATSUN.NS',"
Havells India Limited,HAVELLS.NS,"'HAVELLS.NS',"
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS,"'HAVISHA.NS',"
HBL Power Systems Limited,HBLPOWER.NS,"'HBLPOWER.NS',"
HB Stockholdings Limited,HBSL.NS,"'HBSL.NS',"
Hindustan Construction Company Limited,HCC.NS,"'HCC.NS',"
Healthcare Global Enterprises Limited,HCG.NS,"'HCG.NS',"
HCL Infosystems Limited,HCL-INSYS.NS,"'HCL-INSYS.NS',"
HCL Technologies Limited,HCLTECH.NS,"'HCLTECH.NS',"
Housing Development Finance Corporation Limited,HDFC.NS,"'HDFC.NS',"
HDFC Asset Management Company Limited,HDFCAMC.NS,"'HDFCAMC.NS',"
HDFC Bank Limited,HDFCBANK.NS,"'HDFCBANK.NS',"
HDFC Life Insurance Company Limited,HDFCLIFE.NS,"'HDFCLIFE.NS',"
Housing Development and Infrastructure Limited,HDIL.NS,"'HDIL.NS',"
HEG Limited,HEG.NS,"'HEG.NS',"
HeidelbergCement India Limited,HEIDELBERG.NS,"'HEIDELBERG.NS',"
Hemisphere Properties India Limited,HEMIPROP.NS,"'HEMIPROP.NS',"
Hercules Hoists Limited,HERCULES.NS,"'HERCULES.NS',"
Heritage Foods Limited,HERITGFOOD.NS,"'HERITGFOOD.NS',"
Hero MotoCorp Limited,HEROMOTOCO.NS,"'HEROMOTOCO.NS',"
Hester Biosciences Limited,HESTERBIO.NS,"'HESTERBIO.NS',"
Hexa Tradex Limited,HEXATRADEX.NS,"'HEXATRADEX.NS',"
HFCL Limited,HFCL.NS,"'HFCL.NS',"
H.G. Infra Engineering Limited,HGINFRA.NS,"'HGINFRA.NS',"
Hinduja Global Solutions Limited,HGS.NS,"'HGS.NS',"
Hikal Limited,HIKAL.NS,"'HIKAL.NS',"
HIL Limited,HIL.NS,"'HIL.NS',"
Hilton Metal Forging Limited,HILTON.NS,"'HILTON.NS',"
Himatsingka Seide Limited,HIMATSEIDE.NS,"'HIMATSEIDE.NS',"
Hindalco Industries Limited,HINDALCO.NS,"'HINDALCO.NS',"
Hindustan Composites Limited,HINDCOMPOS.NS,"'HINDCOMPOS.NS',"
Hindustan Copper Limited,HINDCOPPER.NS,"'HINDCOPPER.NS',"
Hindustan Motors Limited,HINDMOTORS.NS,"'HINDMOTORS.NS',"
Hindusthan National Glass & Industries Limited,HINDNATGLS.NS,"'HINDNATGLS.NS',"
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS,"'HINDOILEXP.NS',"
Hindustan Petroleum Corporation Limited,HINDPETRO.NS,"'HINDPETRO.NS',"
Hindustan Unilever Limited,HINDUNILVR.NS,"'HINDUNILVR.NS',"
Hindustan Zinc Limited,HINDZINC.NS,"'HINDZINC.NS',"
Hind Rectifiers Limited,HIRECT.NS,"'HIRECT.NS',"
Hisar Metal Industries Limited,HISARMETAL.NS,"'HISARMETAL.NS',"
Hi-Tech Pipes Limited,HITECH.NS,"'HITECH.NS',"
Hitech Corporation Limited,HITECHCORP.NS,"'HITECHCORP.NS',"
The Hi-Tech Gears Limited,HITECHGEAR.NS,"'HITECHGEAR.NS',"
HLV LIMITED,HLVLTD.NS,"'HLVLTD.NS',"
HMT Limited,HMT.NS,"'HMT.NS',"
Hindustan Media Ventures Limited,HMVL.NS,"'HMVL.NS',"
Hindustan Foods Limited,HNDFDS.NS,"'HNDFDS.NS',"
Honeywell Automation India Limited,HONAUT.NS,"'HONAUT.NS',"
Honda India Power Products Limited,HONDAPOWER.NS,"'HONDAPOWER.NS',"
Hotel Rugby Limited,HOTELRUGBY.NS,"'HOTELRUGBY.NS',"
HOV Services Limited,HOVS.NS,"'HOVS.NS',"
HPL Electric & Power Limited,HPL.NS,"'HPL.NS',"
Himadri Speciality Chemical Limited,HSCL.NS,"'HSCL.NS',"
HSIL Limited,HSIL.NS,"'HSIL.NS',"
HT Media Limited,HTMEDIA.NS,"'HTMEDIA.NS',"
Hubtown Limited,HUBTOWN.NS,"'HUBTOWN.NS',"
Housing & Urban Development Corporation Limited,HUDCO.NS,"'HUDCO.NS',"
Huhtamaki India Limited,HUHTAMAKI.NS,"'HUHTAMAKI.NS',"
Indiabulls Real Estate Limited,IBREALEST.NS,"'IBREALEST.NS',"
Indiabulls Housing Finance Limited,IBULHSGFIN.NS,"'IBULHSGFIN.NS',"
Ice Make Refrigeration Limited,ICEMAKE.NS,"'ICEMAKE.NS',"
ICICI Bank Limited,ICICIBANK.NS,"'ICICIBANK.NS',"
ICICI Lombard General Insurance Company Limited,ICICIGI.NS,"'ICICIGI.NS',"
ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS,"'ICICIPRULI.NS',"
Indo Count Industries Limited,ICIL.NS,"'ICIL.NS',"
ICRA Limited,ICRA.NS,"'ICRA.NS',"
IDBI Bank Limited,IDBI.NS,"'IDBI.NS',"
Vodafone Idea Limited,IDEA.NS,"'IDEA.NS',"
IDFC Limited,IDFC.NS,"'IDFC.NS',"
IDFC First Bank Limited,IDFCFIRSTB.NS,"'IDFCFIRSTB.NS',"
Indian Energy Exchange Limited,IEX.NS,"'IEX.NS',"
IFB Agro Industries Limited,IFBAGRO.NS,"'IFBAGRO.NS',"
IFB Industries Limited,IFBIND.NS,"'IFBIND.NS',"
IFCI Limited,IFCI.NS,"'IFCI.NS',"
IFGL Refractories Limited,IFGLEXPOR.NS,"'IFGLEXPOR.NS',"
Igarashi Motors India Limited,IGARASHI.NS,"'IGARASHI.NS',"
Indraprastha Gas Limited,IGL.NS,"'IGL.NS',"
IG Petrochemicals Limited,IGPL.NS,"'IGPL.NS',"
IIFL Finance Limited,IIFL.NS,"'IIFL.NS',"
IIFL Securities Limited,IIFLSEC.NS,"'IIFLSEC.NS',"
Iifl Wealth Management Limited,IIFLWAM.NS,"'IIFLWAM.NS',"
Industrial Investment Trust Limited,IITL.NS,"'IITL.NS',"
IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS,"'IL&FSENGG.NS',"
IL&FS Transportation Networks Limited,IL&FSTRANS.NS,"'IL&FSTRANS.NS',"
Imagicaaworld Entertainment Limited,IMAGICAA.NS,"'IMAGICAA.NS',"
Indian Metals & Ferro Alloys Limited,IMFA.NS,"'IMFA.NS',"
India Motor Parts and Accessories Limited,IMPAL.NS,"'IMPAL.NS',"
Indbank Merchant Banking Services Limited,INDBANK.NS,"'INDBANK.NS',"
